block,txIndex,logIndex,sender,amount0,amount1,sqrtPriceX96,liquidity,tick,fee
56957183,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8156046126545,-19950,3918294249500783890920975,11494586345489,-198299,100
56957303,7,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8155473748484,-19950,3918431744086350668022249,11494586345489,-198298,100
56957400,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,16716768536351,-40898,3918713605229702493568791,11494586345489,-198297,100
56957480,12,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,30573531535763,-74813,3919229209925577907698572,11494586345489,-198294,100
56957559,8,12,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8151583186553,-19950,3919366704511144684799846,11494586345489,-198294,100
56957776,5,3,0x389ea62455975d38ee210be146a9262b768ddebf,165759807710196,-405981,3922164706570824931344384,11494586345489,-198279,100
56957804,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8139386059136,-19950,3922302201156391708445658,11494586345489,-198279,100
56957968,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8138815433913,-19950,3922439695741958485546932,11494586345489,-198278,100
56957989,20,54,0x389ea62455975d38ee210be146a9262b768ddebf,170456707263990,-418149,3925321554411642465288192,11494586345489,-198263,100
56958037,6,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,28439558724832,-69825,3925802785461126185142654,11494586345489,-198261,100
56958161,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,28432587248171,-69825,3926284016510609904997116,11494586345489,-198258,100
56959770,12,36,0x389ea62455975d38ee210be146a9262b768ddebf,169926459571822,-417665,3929162540049431758110720,11494586345489,-198244,100
56960444,18,46,0x389ea62455975d38ee210be146a9262b768ddebf,-174238403911487,428168,3926211322750638365868032,11494586345489,-198259,100
56962306,5,8,0x389ea62455975d38ee210be146a9262b768ddebf,190893410710931,-469224,3929445195405599503810560,11494586345489,-198242,100
56962791,6,18,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,121533820340388,-299140,3931506592756662858563010,11496250518486,-198232,100
56963046,9,21,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,249247642827876,-614471,3935740884361971792176872,11496250518486,-198210,100
56965314,8,56,0x389ea62455975d38ee210be146a9262b768ddebf,-169083307656518,416901,3932867740709760677183488,11496250518486,-198225,100
56966003,4,2,0x389ea62455975d38ee210be146a9262b768ddebf,-168086003454559,413840,3930015698533679343075328,11496250518486,-198239,100
56967031,10,28,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,246009907883683,-606021,3934191757332309630198395,11496250518486,-198218,100
56967094,3,5,0x764bc67b1036b00bc91221e988261f971a1c7ce4,-40975400000000,101007,3933495646863113897241664,11496250518486,-198222,100
56967391,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,246358,3931797830878041987017112,11496250518486,-198230,100
56968931,5,8,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,245985199000108,-606510,3935977259694697471149189,11496250518486,-198209,100
56969145,8,39,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,307501109815149,-760000,3941214391755596473759097,11496250518486,-198182,100
56969145,10,47,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-248883763523521,615158,3936974936646508579907204,11496250518486,-198204,100
56969289,7,11,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,-148554873379186,366548,3934448815241396479738428,11496250518486,-198217,100
56969949,6,6,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,156991554972771,-387457,3937118763859172641825390,11496250518486,-198203,100
56970030,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,246812,3935417819415601669166782,11496250518486,-198212,100
56970083,6,4,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-25000000000000,61669,3934992812922143053163711,11496250518486,-198214,100
56970500,10,21,0x389ea62455975d38ee210be146a9262b768ddebf,-164534015350308,405538,3932197980444582914031616,11496250518486,-198228,100
56971320,5,5,0x389ea62455975d38ee210be146a9262b768ddebf,-173293667654490,426506,3929258567938188695830528,11494586345489,-198243,100
56971873,5,3,0x389ea62455975d38ee210be146a9262b768ddebf,-168400840322395,413854,3926406015037500802727936,11494586345489,-198258,100
56972406,10,29,0x389ea62455975d38ee210be146a9262b768ddebf,-167817864815332,411824,3923567454513962019717120,11494586345489,-198272,100
56972650,5,4,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,96911304187867,-237795,3925206326837242456760796,11494586345489,-198264,100
56972859,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,20315874677822,-49875,3925550063301159399513983,11494586345489,-198262,100
56972964,6,19,0x972655facb8df3cdf40395e4262f874f81674d46,135037176947270,-331736,3927836369147443292538201,11494586345489,-198250,100
56973237,7,5,0x389ea62455975d38ee210be146a9262b768ddebf,-164654846233804,404362,3925049242830123344855040,11494586345489,-198265,100
56973448,8,10,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,182694512545659,-448789,3928142278237461314753502,11494586345489,-198249,100
56973885,7,13,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,249683809239365,-614494,3932376964269932220772314,11496250518486,-198227,100
56974623,5,5,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,18506802869931,-45600,3932691189161259103492163,11496250518486,-198226,100
56976721,8,13,0x389ea62455975d38ee210be146a9262b768ddebf,-167018254743145,411176,3929857505570054652035072,11496250518486,-198240,100
56976846,7,8,0x389ea62455975d38ee210be146a9262b768ddebf,-170814083864479,419907,3926963234499928482906112,11494586345489,-198255,100
56978446,5,3,0x389ea62455975d38ee210be146a9262b768ddebf,148259861722115,-364502,3929475364243692038962667,11494586345489,-198242,100
56979549,11,25,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,121834111129247,-299884,3931541884908619967705424,11496250518486,-198232,100
56979672,7,11,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204986853403623,-505268,3935023657969188082519286,11496250518486,-198214,100
56979825,9,16,0x389ea62455975d38ee210be146a9262b768ddebf,-166144569259585,409512,3932201443450560012353536,11496250518486,-198228,100
56980852,7,42,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,3064582592681,-7550,3932253468534552262329457,11496250518486,-198228,100
56983014,4,2,0x389ea62455975d38ee210be146a9262b768ddebf,-168947906092612,415830,3929387651202821935595520,11494586345489,-198242,100
56983361,5,3,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,126946208940676,-312460,3931540844269107094760557,11496250518486,-198232,100
56983459,11,25,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204988988782672,-505273,3935022651787937232741934,11496250518486,-198214,100
56983943,13,32,0x389ea62455975d38ee210be146a9262b768ddebf,-168761081285034,415956,3932156025734540979863552,11496250518486,-198228,100
56984189,4,4,0x389ea62455975d38ee210be146a9262b768ddebf,-175090564238535,430916,3929186210886879891423232,11494586345489,-198244,100
56984756,11,26,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,35031496430068,-86183,3929780169638841465956723,11496250518486,-198240,100
56986134,8,14,0x389ea62455975d38ee210be146a9262b768ddebf,-168110901315298,413250,3926931769124724731281408,11494586345489,-198255,100
56987438,5,9,0x389ea62455975d38ee210be146a9262b768ddebf,-170281762852219,417978,3924050792391929118064640,11494586345489,-198270,100
56987483,21,56,0x389ea62455975d38ee210be146a9262b768ddebf,-175640877985503,430490,3921083570969228223709184,11494586345489,-198285,100
56987571,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,20358616816766,-49875,3921427307433145166462371,11494586345489,-198283,100
56987603,13,29,0x389ea62455975d38ee210be146a9262b768ddebf,-166100930050097,406581,3918624885245308219424768,11494586345489,-198297,100
56987664,5,7,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,3524873877469,-8624,3918684320567713589333746,11494586345489,-198297,100
56987747,7,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,24459834352314,-59850,3919096804324413920637570,11494586345489,-198295,100
56987803,5,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,24454686113787,-59850,3919509288081114251941394,11494586345489,-198293,100
56988105,7,9,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,9780188164898,-23940,3919674277448204283196317,11494586345489,-198292,100
56988167,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8149732147369,-19950,3919811772033771060297591,11494586345489,-198291,100
56988228,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8149160433825,-19950,3919949266619337837398865,11494586345489,-198291,100
56988333,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8148588780438,-19950,3920086761204904614500139,11494586345489,-198290,100
56988372,11,27,0x389ea62455975d38ee210be146a9262b768ddebf,167928100481493,-411448,3922922432225034335420416,11494586345489,-198275,100
56988502,8,10,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8136242118338,-19950,3923059926810601112521690,11494586345489,-198275,100
56988549,4,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,-233914579848360,572884,3919111232973267623485846,11494586345489,-198295,100
56988549,6,12,0x389ea62455975d38ee210be146a9262b768ddebf,222560172092430,-545160,3922868446280985079709696,11494586345489,-198276,100
56988615,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8136466055512,-19950,3923005940866551856810970,11494586345489,-198275,100
56988713,7,7,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,-120722198618063,295799,3920967101839277588724944,11494586345489,-198285,100
56989138,6,12,0x389ea62455975d38ee210be146a9262b768ddebf,-176379525415205,431620,3917992090942473003597824,11494586345489,-198301,100
56991118,8,27,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,250969884977956,-614473,3922227008515605419576432,11494586345489,-198279,100
56991788,8,15,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,10173820202148,-24938,3922398876747563890953025,11494586345489,-198278,100
56992020,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,20344965913519,-49875,3922742613211480833706212,11494586345489,-198276,100
56992071,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8136988055081,-19950,3922880107797047610807486,11494586345489,-198276,100
56992121,3,1,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,117536244048507,-288328,3924867249717422943403402,11494586345489,-198266,100
56992189,5,4,0x389ea62455975d38ee210be146a9262b768ddebf,182505922477651,-448284,3927956803123684917116928,11494586345489,-198250,100
56992368,6,11,0x389ea62455975d38ee210be146a9262b768ddebf,108528735763824,-266912,3929796337455379526420826,11496250518486,-198240,100
56992403,15,35,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,249470730553240,-614487,3934030734599646293821746,11496250518486,-198219,100
56993030,6,18,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,248899436600565,-614400,3938264538553763510103065,11496250518486,-198197,100
56993170,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-10000000000000,24705,3938094278894652497261425,11496250518486,-198198,100
56993847,3,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-35576441859984,87875,3937488674939715556390567,11496250518486,-198201,100
56994618,3,4,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-587379652924848,1446949,3927516468162509822548297,11494586345489,-198252,100
56994618,5,12,0xc3157b1c2473280fc0e0c5597a723a71cdb37e2d,426428009796409,-1049944,3934751908326335049737549,11496250518486,-198215,100
56995571,7,5,0x972655facb8df3cdf40395e4262f874f81674d46,-125330000000000,308924,3932622909290533662841689,11496250518486,-198226,100
56995933,13,37,0x389ea62455975d38ee210be146a9262b768ddebf,-168105965161970,413837,3929770882772936469512192,11494586345489,-198241,100
56996893,6,10,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,200813533539079,-494527,3933178636405158891592732,11496250518486,-198223,100
56997610,8,14,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,-153401740305668,377770,3930575176876777347891065,11496250518486,-198236,100
56997764,4,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,245991,3928879750692073007541826,11494586345489,-198245,100
56998597,12,34,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,205016058587277,-504657,3932357433996438222962493,11496250518486,-198227,100
56998764,11,43,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,137134206797504,-338060,3934686990087035204745181,11496250518486,-198216,100
56998808,16,32,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,164036752466852,-404906,3937477178937283222562305,11496250518486,-198201,100
56999050,24,91,0x389ea62455975d38ee210be146a9262b768ddebf,-249239419439659,614868,3933239715519108053204992,11496250518486,-198223,100
56999052,9,57,0x389ea62455975d38ee210be146a9262b768ddebf,-195999161042013,482597,3929913821389245607051264,11496250518486,-198240,100
56999054,24,157,0x389ea62455975d38ee210be146a9262b768ddebf,-198525854558550,487987,3926550314287603793264640,11494586345489,-198257,100
56999057,35,143,0x389ea62455975d38ee210be146a9262b768ddebf,-234611676358801,575612,3922582817819689775792128,11494586345489,-198277,100
56999058,11,15,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,101683728194189,-249385,3924301569065776177334835,11494586345489,-198268,100
56999061,40,186,0x389ea62455975d38ee210be146a9262b768ddebf,-167050491351617,409503,3921479005941234623578112,11494586345489,-198283,100
56999066,11,34,0x389ea62455975d38ee210be146a9262b768ddebf,-194140214770751,475170,3918203819244286061314048,11494586345489,-198299,100
56999069,9,16,0x389ea62455975d38ee210be146a9262b768ddebf,178948633007264,-438048,3921222825410433566900224,11494586345489,-198284,100
56999079,4,4,0x389ea62455975d38ee210be146a9262b768ddebf,182042449161115,-446315,3924298804147879912931328,11494586345489,-198268,100
56999082,7,27,0x389ea62455975d38ee210be146a9262b768ddebf,188931740522516,-463947,3927496298950901310160896,11494586345489,-198252,100
56999088,5,4,0x389ea62455975d38ee210be146a9262b768ddebf,123705197513615,-304184,3929592719177685546960779,11494586345489,-198241,100
56999092,11,25,0x389ea62455975d38ee210be146a9262b768ddebf,-201990055299346,496414,3926171110101428759166976,11494586345489,-198259,100
56999102,26,62,0x389ea62455975d38ee210be146a9262b768ddebf,178557230030028,-438869,3929195775937217233420288,11494586345489,-198243,100
56999234,4,2,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,125713068792702,-309393,3931327861856217183506433,11496250518486,-198233,100
56999439,9,16,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-250049450517705,614940,3927089513829012893553644,11494586345489,-198254,100
56999538,8,13,0x389ea62455975d38ee210be146a9262b768ddebf,-173538863788475,426001,3924153235999356857876480,11494586345489,-198269,100
56999591,15,33,0x389ea62455975d38ee210be146a9262b768ddebf,203353304425262,-499354,3927594761035539772604416,11494586345489,-198252,100
57000041,12,30,0x389ea62455975d38ee210be146a9262b768ddebf,-179684769483613,441189,3924553792946843095662592,11494586345489,-198267,100
57000273,7,7,0x389ea62455975d38ee210be146a9262b768ddebf,163615270267970,-401787,3927322887581548852296280,11494586345489,-198253,100
57000510,8,14,0x389ea62455975d38ee210be146a9262b768ddebf,-167315593999016,410784,3924491495207238797099008,11494586345489,-198267,100
57000670,6,6,0x389ea62455975d38ee210be146a9262b768ddebf,165651572298571,-406778,3927294988667400549826560,11494586345489,-198253,100
57000853,20,206,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-292490620111754,717710,3922348064714767123249657,11494586345489,-198278,100
57000895,5,7,0x389ea62455975d38ee210be146a9262b768ddebf,172693569757270,-423621,3925267633012828811558912,11494586345489,-198263,100
57001320,11,25,0x389ea62455975d38ee210be146a9262b768ddebf,-168939635032529,414334,3922411768198756585963520,11494586345489,-198278,100
57001459,8,28,0x389ea62455975d38ee210be146a9262b768ddebf,-231672868749613,567212,3918502170332422974996480,11494586345489,-198298,100
57001634,19,79,0x389ea62455975d38ee210be146a9262b768ddebf,-170377924697306,416421,3915631925695637304115200,11494586345489,-198313,100
57001701,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8166567493895,-19950,3915769420281204081216474,11494586345489,-198312,100
57001863,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8165994007937,-19950,3915906914866770858317748,11494586345489,-198311,100
57001962,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8165420582386,-19950,3916044409452337635419022,11494586345489,-198311,100
57002076,4,6,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8164847217233,-19950,3916181904037904412520296,11494586345489,-198310,100
57002166,3,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,3727773485100,-9109,3916244682295641639602630,11494586345489,-198309,100
57002179,3,1,0x389ea62455975d38ee210be146a9262b768ddebf,-169706215199205,414302,3913389037225029857705984,11494586345489,-198324,100
57002229,13,31,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251551874220856,-614453,3917623812625170187990684,11494586345489,-198302,100
57002246,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8158265288711,-19950,3917761307210736965091958,11494586345489,-198302,100
57002295,9,19,0x389ea62455975d38ee210be146a9262b768ddebf,-181389951332770,443147,3914706849754886902382592,11494586345489,-198317,100
57002439,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8170427530070,-19950,3914844344340453679483866,11494586345489,-198317,100
57002545,11,29,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4084998551532,-9975,3914913091633237068034503,11494586345489,-198316,100
57002546,12,48,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,85488279737775,-208831,3916352345914979534773886,11494586345489,-198309,100
57002609,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4489867059043,-10973,3916427965179981194668516,11494586345489,-198309,100
57002653,14,57,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,223332651973182,-546304,3920193068442025831965204,11494586345489,-198289,100
57002723,5,15,0x389ea62455975d38ee210be146a9262b768ddebf,-166519733495114,407349,3917385352962111254298624,11494586345489,-198304,100
57002845,5,7,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8159258523782,-19950,3917522847547678031399898,11494586345489,-198303,100
57002884,9,41,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251026837929911,-614465,3921757712076866370868819,11494586345489,-198281,100
57002917,3,5,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8141075505233,-19950,3921895206662433147970093,11494586345489,-198281,100
57003074,11,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8140504702341,-19950,3922032701247999925071367,11494586345489,-198280,100
57003128,20,48,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,250506026136838,-614603,3926268511082339416079923,11494586345489,-198258,100
57003248,4,2,0x389ea62455975d38ee210be146a9262b768ddebf,-166144991375720,407693,3923458422936654420377600,11494586345489,-198273,100
57003533,27,70,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204988570637097,-503196,3926926418513173924766641,11494586345489,-198255,100
57003538,9,17,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8119659060574,-19950,3927063913098740701867915,11494586345489,-198254,100
57003861,15,45,0x389ea62455975d38ee210be146a9262b768ddebf,-169435636679725,415930,3924197048559067811807232,11494586345489,-198269,100
57003908,15,39,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,8130957612425,-19950,3924334543144634588908506,11494586345489,-198268,100
57004566,8,9,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,168917750808780,-414771,3927193125056481586122996,11494586345489,-198254,100
57005133,7,8,0x389ea62455975d38ee210be146a9262b768ddebf,148242510066697,-364502,3929705254800245142179551,11494586345489,-198241,100
57005329,6,7,0x389ea62455975d38ee210be146a9262b768ddebf,-164907733727286,405368,3926911194860229519998976,11494586345489,-198255,100
57005446,17,37,0x389ea62455975d38ee210be146a9262b768ddebf,163418955483406,-401787,3929680289494935276632664,11494586345489,-198241,100
57005826,4,4,0x389ea62455975d38ee210be146a9262b768ddebf,-164822302847801,405153,3926887711466358143188992,11494586345489,-198255,100
57005948,5,8,0x389ea62455975d38ee210be146a9262b768ddebf,-180135616009799,442136,3923840216312711376535552,11494586345489,-198271,100
57006065,29,211,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-245760331868569,602105,3919690117182839493311010,11494586345489,-198292,100
57006082,11,17,0x389ea62455975d38ee210be146a9262b768ddebf,187276603479983,-458799,3922852134658785035681792,11494586345489,-198276,100
57006580,6,11,0x389ea62455975d38ee210be146a9262b768ddebf,-190403581232492,466359,3919637685114558616698880,11494586345489,-198292,100
57006677,7,13,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,121788435798079,-298271,3921693351708513042688223,11494586345489,-198282,100
57006753,14,29,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,99841788215778,-244755,3923380189984318003586309,11494586345489,-198273,100
57006786,5,3,0x389ea62455975d38ee210be146a9262b768ddebf,-165484025074026,405475,3920585388113730962718720,11494586345489,-198287,100
57006981,17,43,0xc3157b1c2473280fc0e0c5597a723a71cdb37e2d,-40995675919564,100360,3919893641742792435052590,11494586345489,-198291,100
57007193,12,24,0x389ea62455975d38ee210be146a9262b768ddebf,-164836056656812,403171,3917114719286049483259904,11494586345489,-198305,100
57007365,13,43,0x389ea62455975d38ee210be146a9262b768ddebf,-178682715721431,436394,3914106807154205576396800,11494586345489,-198320,100
57007457,3,2,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251438590339730,-614401,3918341227118074032282916,11494586345489,-198299,100
57007701,19,35,0x389ea62455975d38ee210be146a9262b768ddebf,-164691274591959,402499,3915566941725418942627840,11494586345489,-198313,100
57007956,4,2,0xa6563baa758a7c39960a339750c89663aadf9fd2,-69765853757440,170333,3914392894359438459073145,11494586345489,-198319,100
57008186,23,67,0x389ea62455975d38ee210be146a9262b768ddebf,-171549519285228,418403,3911508983121016088690688,11494586345489,-198334,100
57008228,3,1,0x389ea62455975d38ee210be146a9262b768ddebf,-171330610609626,417255,3908632990114746611007488,11494586345489,-198348,100
57008372,6,15,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,779077364559494,-1902696,3921746291524096985434053,11494586345489,-198281,100
57008372,8,18,0x72901a86a8470cb55c97b450d76ca07da2179768,-729616293489031,1781921,3909464127622290590004049,11494586345489,-198344,100
57008517,3,3,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,124829815887347,-304138,3911560230787167063030789,11494586345489,-198333,100
57009374,13,26,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204987489375190,-500145,3915007196888021624670283,11494586345489,-198316,100
57009571,4,8,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,245985696115577,-601340,3919151595796203950469468,11494586345489,-198295,100
57009816,17,58,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,250791864913509,-614400,3923386012715590491017044,11494586345489,-198273,100
57009979,5,6,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-111000000000000,272041,3921510927172635734654036,11494586345489,-198283,100
57010119,10,27,0x389ea62455975d38ee210be146a9262b768ddebf,-186633072652689,456818,3918362234631366004178944,11494586345489,-198299,100
57010417,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-1000000000000,2445,3918345377218118961277117,11494586345489,-198299,100
57010937,12,27,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,205006983651211,-501930,3921804646699524789437344,11494586345489,-198281,100
57011877,10,18,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,-44217067975119,108312,3921058089974444141683519,11494586345489,-198285,100
57012122,3,1,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,143807695934206,-352487,3923487410038835727597271,11494586345489,-198273,100
57012346,8,9,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,96315113230546,-236322,3925116129488417555122690,11494586345489,-198264,100
57012431,9,18,0x389ea62455975d38ee210be146a9262b768ddebf,-170493994218156,418111,3922234230471242821926912,11494586345489,-198279,100
57013928,6,2,0xa6563baa758a7c39960a339750c89663aadf9fd2,-168195523608576,411874,3919395326731526183283229,11494586345489,-198293,100
57014078,6,7,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,-117273277698555,286824,3917418349239516694848494,11494586345489,-198303,100
57014183,20,39,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-251833831018176,614952,3913179700232926524807224,11494586345489,-198325,100
57014503,13,32,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,184469127487937,-450416,3916283936196788777030063,11494586345489,-198309,100
57014557,9,37,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251159330100035,-614401,3920518357328102155981049,11494586345489,-198288,100
57015066,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,244735,3918831479160647921803012,11494586345489,-198296,100
57016326,9,39,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,151058846579180,-369851,3921380473103454181166614,11494586345489,-198283,100
57016725,3,2,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,184481603479002,-452336,3924497949848290636707803,11494586345489,-198267,100
57016905,16,33,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,250109389229785,-614400,3928732366767677177255379,11494586345489,-198246,100
57017083,14,77,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,249570517097220,-614401,3932966316241942377011574,11496250518486,-198224,100
57017418,5,3,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-30000000000000,73909,3932456954614262819130379,11496250518486,-198227,100
57018048,7,12,0xa6563baa758a7c39960a339750c89663aadf9fd2,-174864905928704,430427,3929490554531165237665272,11494586345489,-198242,100
57019409,14,45,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,249474119640924,-614401,3933724391499740172765117,11496250518486,-198220,100
57021034,5,7,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-34247769118688,84406,3933142694686990159323915,11496250518486,-198223,100
57021843,8,15,0x2411b1e3cc0840aff6b3a28d8bf237855009efa4,125011547099109,-308283,3935267055295481216178125,11496250518486,-198213,100
57022226,4,1,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204987148172741,-506227,3938755437450704070046369,11496250518486,-198195,100
57023100,12,13,0xa6563baa758a7c39960a339750c89663aadf9fd2,-70162117558272,173335,3937560872549681788692642,11496250518486,-198201,100
57024029,3,2,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,248450757003405,-614393,3941794628262232182116652,11496250518486,-198179,100
57024030,7,23,0xa6563baa758a7c39960a339750c89663aadf9fd2,-26475548950528,65521,3941343080210431794931394,11496250518486,-198182,100
57024047,3,2,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,184474151514853,-456936,3944491807276959691540056,11496250518486,-198166,100
57024591,5,8,0x389ea62455975d38ee210be146a9262b768ddebf,-165952734449825,411009,3941659272069718351020032,11496250518486,-198180,100
57024769,6,6,0x389ea62455975d38ee210be146a9262b768ddebf,-173874907489847,429997,3938695879373640960049152,11496250518486,-198195,100
57026379,8,86,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,79954452368175,-197690,3940058145412542045049277,11496250518486,-198188,100
57026961,7,13,0x389ea62455975d38ee210be146a9262b768ddebf,-164636612997048,406836,3937254369546752793509888,11496250518486,-198202,100
57027287,9,16,0x389ea62455975d38ee210be146a9262b768ddebf,-175997207198760,434270,3934261531323087045263360,11496250518486,-198218,100
57027365,9,18,0x389ea62455975d38ee210be146a9262b768ddebf,-210237311017660,517892,3930692397401678656045056,11496250518486,-198236,100
57027511,8,13,0x389ea62455975d38ee210be146a9262b768ddebf,170830311792683,-420832,3933592327554307658350592,11496250518486,-198221,100
57027565,3,1,0x389ea62455975d38ee210be146a9262b768ddebf,166251011994654,-410148,3936418633172783915335680,11496250518486,-198207,100
