block,txIndex,logIndex,sender,amount0,amount1,sqrtPriceX96,liquidity,tick,fee
56749993,10,42,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,-23220070131152,56434,3905877166799038263321303,11494586345489,-198363,100
56750002,9,21,0x389ea62455975d38ee210be146a9262b768ddebf,-174663183835983,424141,3902953707905492415676416,11494586345489,-198377,100
56750006,15,61,0x389ea62455975d38ee210be146a9262b768ddebf,-168961514937734,409692,3900129843114277259444224,11494586345489,-198392,100
56750089,19,42,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204991509995134,-497234,3903556751603140671739367,11494586345489,-198374,100
56750193,11,34,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,252851167180391,-614528,3907792049618097136889974,11494586345489,-198353,100
56750429,8,19,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,252314140968098,-614554,3912027523492117970036371,11494586345489,-198331,100
56750431,6,11,0xa6563baa758a7c39960a339750c89663aadf9fd2,-17715175088128,43183,3911729877632612347897151,11494586345489,-198333,100
56751237,5,9,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,223249284862586,-544790,3915484545422301455790825,11494586345489,-198313,100
56751493,20,39,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251261589583331,-614400,3919718962341687996338401,11494586345489,-198292,100
56752020,3,1,0x389ea62455975d38ee210be146a9262b768ddebf,-164565962198533,402475,3916944837276673383596032,11494586345489,-198306,100
56752309,12,27,0x389ea62455975d38ee210be146a9262b768ddebf,-187784939707210,458566,3913784097685637622136832,11494586345489,-198322,100
56752357,7,33,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,-78852821244984,192336,3912458390927509346588745,11494586345489,-198329,100
56752665,5,10,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251688791249744,-614495,3916693457667573595410063,11494586345489,-198307,100
56753238,4,3,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-188294500584339,459751,3913524554859827889620597,11494586345489,-198323,100
56753414,9,61,0x2cc4fcb2eb6f02f22ec0fb62ce74859cb4ba3546,516434709635425,-1262993,3922229048407871479493201,11494586345489,-198279,100
56753415,30,92,0x389ea62455975d38ee210be146a9262b768ddebf,-346336983026976,847451,3916387860806922106044416,11494586345489,-198309,100
56754428,12,27,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251186942312535,-614501,3920622972852759787437604,11494586345489,-198287,100
56755548,54,198,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,292318628578838,-716800,3925563128222927474335669,11494586345489,-198262,100
56756040,4,5,0x389ea62455975d38ee210be146a9262b768ddebf,-175928476462417,431527,3922588761422697880092672,11494586345489,-198277,100
56756201,8,15,0x389ea62455975d38ee210be146a9262b768ddebf,-165772106126936,406017,3919790226709398251634688,11494586345489,-198291,100
56756221,8,29,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,-38000557871438,92991,3919149270674807511451421,11494586345489,-198295,100
56756239,28,109,0x389ea62455975d38ee210be146a9262b768ddebf,-236904215243661,579043,3915158125383317282881536,11494586345489,-198315,100
56756252,33,91,0x389ea62455975d38ee210be146a9262b768ddebf,-191262740305883,466626,3911941831632138499260416,11494586345489,-198331,100
56756373,7,11,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,123916217215449,-302294,3914025224750103746250724,11494586345489,-198321,100
56756397,7,9,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204987172114769,-500775,3917476533220564637639900,11494586345489,-198303,100
56756635,17,53,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251006401336124,-614401,3921710952430886146897030,11494586345489,-198282,100
56756939,3,5,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-42843916241243,104944,3920987610151573942359422,11494586345489,-198285,100
56756946,26,83,0x389ea62455975d38ee210be146a9262b768ddebf,-194647891059733,476293,3917704688587445786116096,11494586345489,-198302,100
56756980,8,45,0x389ea62455975d38ee210be146a9262b768ddebf,-239342629056909,584566,3913675475813824016154624,11494586345489,-198323,100
56757118,12,28,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,205000067817665,-500717,3917126384510575112844516,11494586345489,-198305,100
56757313,5,17,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,184530284374775,-451474,3920237919790966082028111,11494586345489,-198289,100
56757542,5,3,0x389ea62455975d38ee210be146a9262b768ddebf,-173799913312199,425154,3917307476780857465765888,11494586345489,-198304,100
56757544,4,6,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-42933344406338,104927,3916584251676598130448789,11494586345489,-198308,100
56757720,13,45,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,-21659652522019,52920,3916219489649539744720324,11494586345489,-198310,100
56757769,7,14,0x389ea62455975d38ee210be146a9262b768ddebf,-165321782502786,403601,3913437604762326132588544,11494586345489,-198324,100
56757926,9,17,0x389ea62455975d38ee210be146a9262b768ddebf,-175977778622640,428986,3910480749712786531024896,11494586345489,-198339,100
56758216,13,25,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251940594523640,-614488,3914715771090614146856002,11494586345489,-198317,100
56758562,8,10,0x389ea62455975d38ee210be146a9262b768ddebf,-166578587794103,406355,3911914904339511823564800,11494586345489,-198332,100
56758753,17,37,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251796577565337,-614587,3916150609059685603742114,11494586345489,-198310,100
56759412,5,5,0x389ea62455975d38ee210be146a9262b768ddebf,-179888642097489,439120,3913123902164046878605312,11494586345489,-198325,100
56759874,6,5,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,99936237094419,-243917,3914804964399010403810051,11494586345489,-198317,100
56760043,9,18,0x389ea62455975d38ee210be146a9262b768ddebf,-185459597538497,452398,3911686741553393669505024,11494586345489,-198333,100
56760319,15,22,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,205000444846116,-500209,3915134148783859028926801,11494586345489,-198315,100
56760395,8,9,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251306621264320,-614401,3919368567038350079400303,11494586345489,-198294,100
56760788,5,9,0x972655facb8df3cdf40395e4262f874f81674d46,-49970000000000,122249,3918525946929426584966759,11494586345489,-198298,100
56762230,6,8,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,7471446030513,-18279,3918651923896561334569726,11494586345489,-198297,100
56763949,7,16,0x389ea62455975d38ee210be146a9262b768ddebf,-175185405151232,428194,3915700526310143914147840,11494586345489,-198312,100
56765254,9,23,0x389ea62455975d38ee210be146a9262b768ddebf,-180463204449190,440421,3912664857269255712800768,11494586345489,-198328,100
56765591,9,20,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251675818464915,-614528,3916900152697570450286067,11494586345489,-198306,100
56765961,26,107,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,205011196832090,-501570,3920356940824915522243653,11494586345489,-198289,100
56765963,16,54,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,145637294496931,-356846,3922816307331637085182590,11494586345489,-198276,100
56766425,5,5,0x389ea62455975d38ee210be146a9262b768ddebf,-166787311989869,408549,3920000319838496174899200,11494586345489,-198290,100
56766847,9,11,0x389ea62455975d38ee210be146a9262b768ddebf,-166717118586196,407791,3917189554925387739299840,11494586345489,-198305,100
56767008,6,12,0x389ea62455975d38ee210be146a9262b768ddebf,-172648464614425,421683,3914283035890140881879040,11494586345489,-198320,100
56767031,15,44,0x389ea62455975d38ee210be146a9262b768ddebf,-187926274309161,458288,3911124215183265356578816,11494586345489,-198336,100
56767454,7,12,0x389ea62455975d38ee210be146a9262b768ddebf,164740407852467,-401787,3913893309817971113212504,11494586345489,-198322,100
56768098,8,22,0x389ea62455975d38ee210be146a9262b768ddebf,163845124628277,-400169,3916651247682335040077824,11494586345489,-198307,100
56768413,6,8,0x389ea62455975d38ee210be146a9262b768ddebf,171884199744522,-420410,3919548684611728302931968,11494586345489,-198293,100
56770525,8,37,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,158661231135682,-388619,3922227030614311932669958,11494586345489,-198279,100
56770627,29,105,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,250399259695023,-614401,3926461452995173738268825,11494586345489,-198257,100
56770685,36,143,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,249858781964056,-614400,3930695725660615265042851,11496250518486,-198236,100
56770993,31,104,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,249321747103611,-614400,3934929529614732481324170,11496250518486,-198214,100
56771069,5,5,0x389ea62455975d38ee210be146a9262b768ddebf,-172608467039210,425411,3931997738127777163378688,11496250518486,-198229,100
56771406,33,175,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,249157019138104,-614401,3936231546726220859943785,11496250518486,-198208,100
56771431,8,30,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,248621336270259,-614400,3940465350680338076225104,11496250518486,-198186,100
56771824,5,7,0x389ea62455975d38ee210be146a9262b768ddebf,-176817360394682,437003,3937453671973265579442176,11496250518486,-198201,100
56772171,5,10,0x389ea62455975d38ee210be146a9262b768ddebf,169481627883788,-418945,3940340600583271179354112,11496250518486,-198187,100
56772289,40,117,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,289402274221257,-716800,3945280040826958732770761,11496250518486,-198162,100
56772547,10,9,0x389ea62455975d38ee210be146a9262b768ddebf,-186027762281208,460872,3942103865807225955024896,11496250518486,-198178,100
56772551,26,66,0x389ea62455975d38ee210be146a9262b768ddebf,-212838928244676,526386,3938476192943588543299584,11496250518486,-198196,100
56772592,29,96,0x389ea62455975d38ee210be146a9262b768ddebf,-168994043098721,417261,3935600573564351185682432,11496250518486,-198211,100
56772620,10,13,0x389ea62455975d38ee210be146a9262b768ddebf,179533913474646,-443395,3938655985423297986691072,11496250518486,-198195,100
56772731,9,15,0x389ea62455975d38ee210be146a9262b768ddebf,-211483791492353,522123,3935057688422900865957888,11496250518486,-198214,100
56772798,48,172,0x389ea62455975d38ee210be146a9262b768ddebf,-279254552853999,687980,3930316364345122400239616,11496250518486,-198238,100
56772826,7,7,0x389ea62455975d38ee210be146a9262b768ddebf,163136026713659,-401787,3933085058131524633492573,11496250518486,-198224,100
56772844,8,10,0x389ea62455975d38ee210be146a9262b768ddebf,-172420797929062,424551,3930159195736246002384896,11496250518486,-198239,100
56773162,8,13,0x389ea62455975d38ee210be146a9262b768ddebf,163149070129189,-401787,3932927889522648235637853,11496250518486,-198224,100
56773494,12,13,0x389ea62455975d38ee210be146a9262b768ddebf,162919525088222,-401787,3935696583309050468890810,11496250518486,-198210,100
56773535,6,4,0x389ea62455975d38ee210be146a9262b768ddebf,165317287804764,-408279,3938510012780336304357376,11496250518486,-198196,100
56773654,16,25,0x389ea62455975d38ee210be146a9262b768ddebf,177726604782290,-439577,3941539118538972356149248,11496250518486,-198181,100
56773788,13,45,0x389ea62455975d38ee210be146a9262b768ddebf,-165925557044993,410327,3938711283715766912811008,11496250518486,-198195,100
56773933,14,39,0x389ea62455975d38ee210be146a9262b768ddebf,-163728055308560,404316,3935924875020339408535552,11496250518486,-198209,100
56774047,7,18,0x389ea62455975d38ee210be146a9262b768ddebf,168831705645820,-417013,3938798491254858331455488,11496250518486,-198195,100
56774115,8,10,0x389ea62455975d38ee210be146a9262b768ddebf,-166756252339539,411807,3935960458643776951287808,11496250518486,-198209,100
56774125,20,69,0x389ea62455975d38ee210be146a9262b768ddebf,-199410599039142,491669,3932572045028452617682944,11496250518486,-198226,100
56774131,5,11,0x389ea62455975d38ee210be146a9262b768ddebf,-169946105324519,418352,3929688884925328695230464,11494586345489,-198241,100
56774290,4,4,0x389ea62455975d38ee210be146a9262b768ddebf,-214356045435166,526802,3926057818167882465411072,11494586345489,-198259,100
56774342,6,9,0x389ea62455975d38ee210be146a9262b768ddebf,176614261714958,-434066,3929049373340528009019392,11494586345489,-198244,100
56774658,13,40,0x389ea62455975d38ee210be146a9262b768ddebf,180018531516395,-443114,3932102949573432774230016,11496250518486,-198229,100
56774999,3,3,0x972655facb8df3cdf40395e4262f874f81674d46,-100000000000000,246183,3930406335376995450569921,11496250518486,-198237,100
56775042,4,2,0x389ea62455975d38ee210be146a9262b768ddebf,164931833650671,-406232,3933205656948242210881536,11496250518486,-198223,100
56775079,9,17,0x389ea62455975d38ee210be146a9262b768ddebf,-187237384920018,461033,3930028375597745866539008,11496250518486,-198239,100
56775260,5,3,0x389ea62455975d38ee210be146a9262b768ddebf,170734428630977,-420454,3932925697372579986145280,11496250518486,-198224,100
56775842,13,33,0x389ea62455975d38ee210be146a9262b768ddebf,-167962611716567,413548,3930075663393431677304832,11496250518486,-198239,100
56776359,9,11,0x389ea62455975d38ee210be146a9262b768ddebf,-180497366192615,443743,3927017138085097377890304,11494586345489,-198255,100
56776431,13,10,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,125156039750160,-307678,3929137641231571323893709,11494586345489,-198244,100
56777444,16,49,0x389ea62455975d38ee210be146a9262b768ddebf,-166583658660705,409366,3926316021206644609253376,11494586345489,-198258,100
56777767,10,11,0x389ea62455975d38ee210be146a9262b768ddebf,-179773824456044,441121,3923275527165555639320576,11494586345489,-198274,100
56777866,8,15,0x389ea62455975d38ee210be146a9262b768ddebf,-170517149459080,417776,3920395938593202753241088,11494586345489,-198288,100
56778028,10,28,0x389ea62455975d38ee210be146a9262b768ddebf,-165635887458174,405230,3917602826201751261020160,11494586345489,-198303,100
56778075,5,6,0x389ea62455975d38ee210be146a9262b768ddebf,169954306225435,-415887,3920469100054160179462144,11494586345489,-198288,100
56778250,16,51,0x389ea62455975d38ee210be146a9262b768ddebf,172509578335998,-422763,3923382760898201101795328,11494586345489,-198273,100
56778345,7,17,0x389ea62455975d38ee210be146a9262b768ddebf,-163461159949327,400523,3920622094834153920921600,11494586345489,-198287,100
56778677,7,14,0x389ea62455975d38ee210be146a9262b768ddebf,167770848620827,-411174,3923455882640303312601088,11494586345489,-198273,100
56778778,12,23,0x389ea62455975d38ee210be146a9262b768ddebf,168967002664562,-414707,3926314017872432217456640,11494586345489,-198258,100
56778779,10,32,0xa6563baa758a7c39960a339750c89663aadf9fd2,-55930118651904,137312,3925367574270892260429717,11494586345489,-198263,100
56779043,14,37,0x389ea62455975d38ee210be146a9262b768ddebf,-190818852405148,467974,3922141988758422246391808,11494586345489,-198279,100
56779391,9,23,0x389ea62455975d38ee210be146a9262b768ddebf,172351316078656,-422736,3925055460316845805928448,11494586345489,-198265,100
56779427,18,56,0x389ea62455975d38ee210be146a9262b768ddebf,175687565493959,-431566,3928029786979298063679488,11494586345489,-198249,100
56779473,15,144,0x389ea62455975d38ee210be146a9262b768ddebf,84015905094998,-206611,3929453739577665843975878,11494586345489,-198242,100
56779482,25,54,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,249478159935418,-614398,3933687571151835229680142,11496250518486,-198221,100
56779728,9,30,0x389ea62455975d38ee210be146a9262b768ddebf,-200938400548011,494861,3930277159937752510234624,11496250518486,-198238,100
56779969,20,63,0x389ea62455975d38ee210be146a9262b768ddebf,-165032589114142,405791,3927480244737124012654592,11494586345489,-198252,100
56780198,5,8,0x389ea62455975d38ee210be146a9262b768ddebf,-207557390159273,509536,3923968189594598383812608,11494586345489,-198270,100
56780287,15,56,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,-59759445306342,146535,3922958171043003386252239,11494586345489,-198275,100
56780420,6,7,0x389ea62455975d38ee210be146a9262b768ddebf,172165209816871,-422455,3925869706107470600994816,11494586345489,-198260,100
56780522,7,16,0x111116053f09d34a7eae8102887004445176ca11,41341192215871,-101536,3926569482415855754654678,11494586345489,-198257,100
56780713,38,119,0x389ea62455975d38ee210be146a9262b768ddebf,187974344112872,-462128,3929754445098494712431609,11494586345489,-198241,100
56781618,6,8,0x389ea62455975d38ee210be146a9262b768ddebf,-171344607082833,421189,3926851332028682117054464,11494586345489,-198255,100
56781737,4,2,0xa6563baa758a7c39960a339750c89663aadf9fd2,-178702927527936,438615,3923828112121050084954526,11494586345489,-198271,100
56781770,3,3,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,71864381371484,-176341,3925043444876759471300430,11494586345489,-198265,100
56781797,8,11,0x389ea62455975d38ee210be146a9262b768ddebf,163574464962201,-401787,3927812539511465227934118,11494586345489,-198251,100
56782296,3,1,0x389ea62455975d38ee210be146a9262b768ddebf,-177175992848703,435082,3924813664896434166562816,11494586345489,-198266,100
56782370,3,1,0x389ea62455975d38ee210be146a9262b768ddebf,174185390455571,-427820,3927762177729905712693248,11494586345489,-198251,100
56782401,8,8,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-100000000000000,245640,3926069061564530226358116,11494586345489,-198259,100
56782551,7,15,0x389ea62455975d38ee210be146a9262b768ddebf,-168954540624765,414540,3923211778989105055006720,11494586345489,-198274,100
56782793,10,23,0x389ea62455975d38ee210be146a9262b768ddebf,-163946001572888,401675,3920443171544774513524736,11494586345489,-198288,100
56782886,32,106,0x389ea62455975d38ee210be146a9262b768ddebf,-191212756002911,467764,3917219034319519611879424,11494586345489,-198305,100
56782926,16,31,0x389ea62455975d38ee210be146a9262b768ddebf,176733025320295,-432404,3920199133826214069796864,11494586345489,-198289,100
56783051,7,13,0x389ea62455975d38ee210be146a9262b768ddebf,180967001286440,-443445,3923255329530980673257472,11494586345489,-198274,100
56783262,10,38,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,68450354033757,-167912,3924412571031067601341418,11494586345489,-198268,100
56783394,8,20,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,122494169360720,-300732,3926485197829469217600214,11494586345489,-198257,100
56783635,16,50,0x389ea62455975d38ee210be146a9262b768ddebf,-169384819477571,415683,3923620036825883556708352,11494586345489,-198272,100
56783894,5,6,0x389ea62455975d38ee210be146a9262b768ddebf,-180408627415434,442070,3920573001925550392999936,11494586345489,-198287,100
56783912,15,34,0x389ea62455975d38ee210be146a9262b768ddebf,-182559655037986,446642,3917494450738666762403840,11494586345489,-198303,100
56784169,11,30,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204989448493797,-501669,3920951921238378532137785,11494586345489,-198285,100
56784271,17,42,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,205017078808917,-502623,3924415967326351316125384,11494586345489,-198268,100
56784495,4,3,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,203539448038159,-499878,3927861106874911124876941,11494586345489,-198250,100
56784793,9,33,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,163922031898060,-403220,3930639951517715638727427,11496250518486,-198236,100
56785366,7,18,0x389ea62455975d38ee210be146a9262b768ddebf,-191405778913514,470673,3927395883794873215614976,11494586345489,-198253,100
56785722,5,8,0xa6563baa758a7c39960a339750c89663aadf9fd2,-85758299275264,210631,3925944077794410249580383,11494586345489,-198260,100
56785752,11,27,0x389ea62455975d38ee210be146a9262b768ddebf,-169220484732001,415166,3923082483107343875702784,11494586345489,-198275,100
56786106,6,15,0x389ea62455975d38ee210be146a9262b768ddebf,-171146330539416,419275,3920192561452289248722944,11494586345489,-198289,100
56786318,23,68,0x389ea62455975d38ee210be146a9262b768ddebf,-186400712251221,455943,3917049899197286011895808,11494586345489,-198305,100
56786359,12,26,0x389ea62455975d38ee210be146a9262b768ddebf,170186533644137,-416339,3919919281994348393136128,11494586345489,-198291,100
56786646,10,19,0x389ea62455975d38ee210be146a9262b768ddebf,-170418536345339,416821,3917046277565929773596672,11494586345489,-198305,100
56787016,37,151,0x389ea62455975d38ee210be146a9262b768ddebf,-236368436582903,577115,3913068419670413204783104,11494586345489,-198326,100
56787909,10,32,0x389ea62455975d38ee210be146a9262b768ddebf,-173126583464551,421961,3910159984653533198680064,11494586345489,-198341,100
56788217,14,56,0x389ea62455975d38ee210be146a9262b768ddebf,-197494732818049,480589,3906847452243707591393280,11494586345489,-198358,100
56788217,33,122,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,95324435341942,-231911,3908445765327492112970820,11494586345489,-198349,100
56788274,22,76,0x389ea62455975d38ee210be146a9262b768ddebf,-203533021896781,494836,3905035033744129275199488,11494586345489,-198367,100
56788573,6,13,0x389ea62455975d38ee210be146a9262b768ddebf,-185716846591429,450767,3901928048935446631153664,11494586345489,-198383,100
56788711,13,36,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,253040391444922,-614475,3906162981866661492682816,11494586345489,-198361,100
56788778,13,49,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,252492210417297,-614475,3910397913132828366689887,11494586345489,-198339,100
56789253,9,20,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251945419010253,-614474,3914632836174703143320082,11494586345489,-198318,100
56789292,4,3,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,113250410638939,-276642,3916539439708489411672401,11494586345489,-198308,100
56789620,8,21,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,245977123220705,-601790,3920686940309247693311223,11494586345489,-198287,100
56789873,19,175,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,-293527560997669,717831,3915739182345943844635400,11494586345489,-198312,100
56789961,5,6,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251228974785268,-614401,3919973600026498650798655,11494586345489,-198290,100
56791189,10,20,0x389ea62455975d38ee210be146a9262b768ddebf,-192743909390736,471394,3916724444786701532921856,11494586345489,-198307,100
56791289,16,42,0x389ea62455975d38ee210be146a9262b768ddebf,-169854732232941,414766,3913865602380046366932992,11494586345489,-198322,100
56791341,16,27,0x389ea62455975d38ee210be146a9262b768ddebf,-187262438775477,456573,3910718602051319138091008,11494586345489,-198338,100
56791757,15,36,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251918409782054,-614509,3914953765542429234111304,11494586345489,-198316,100
56792309,11,98,0x972655facb8df3cdf40395e4262f874f81674d46,-124825413391886,304593,3912854308630406865631744,11494586345489,-198327,100
56792619,5,3,0xa6563baa758a7c39960a339750c89663aadf9fd2,-198434766979072,483540,3909521436286328913119992,11494586345489,-198344,100
56793502,10,18,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,205014716564049,-499689,3912965266231356675098512,11494586345489,-198326,100
56793837,6,7,0x389ea62455975d38ee210be146a9262b768ddebf,-186077192770135,453477,3909839606355792813359104,11494586345489,-198342,100
56793869,38,147,0x389ea62455975d38ee210be146a9262b768ddebf,-331266953857383,805519,3904287439909931746066432,11494586345489,-198371,100
56794094,10,18,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,205009991238870,-498340,3907721971669881834126564,11494586345489,-198353,100
56794272,6,8,0xef740bf23acae26f6492b10de645d6b98dc8eaf3,4099902959071,-9975,3907790718962665222677201,11494586345489,-198353,100
56794790,15,34,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,184475314450432,-449190,3910886511430070729541252,11494586345489,-198337,100
56795408,10,30,0x389ea62455975d38ee210be146a9262b768ddebf,-166341707653138,404984,3908095091793891633922048,11494586345489,-198351,100
56795503,14,51,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,-29234078706683,71115,3907604919432554529438883,11494586345489,-198354,100
56795522,8,16,0x389ea62455975d38ee210be146a9262b768ddebf,-163921161915229,398426,3904858703813781240152064,11494586345489,-198368,100
56795695,6,13,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204985790139904,-498427,3908293835234296008286043,11494586345489,-198350,100
56796547,14,32,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,252233146101195,-614514,3912529036047652556556565,11494586345489,-198328,100
56796742,13,38,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,251703411902355,-614553,3916764502103542664028061,11494586345489,-198307,100
56798101,17,50,0x389ea62455975d38ee210be146a9262b768ddebf,-212991719396908,520016,3913180207771451649949696,11494586345489,-198325,100
56798731,3,1,0x389ea62455975d38ee210be146a9262b768ddebf,-184953627167789,450790,3910073064983798550102016,11494586345489,-198341,100
56798776,6,11,0x389ea62455975d38ee210be146a9262b768ddebf,-165778511129732,403446,3907292246503398475563008,11494586345489,-198355,100
56799187,5,7,0x6c440fe2425289bda3f924e5ab93cb7d6830d9cc,119170781108261,-290021,3909291053018492482900877,11494586345489,-198345,100
56799736,6,13,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,205002789385772,-499601,3912734276410305388918708,11494586345489,-198327,100
56799828,10,35,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,204988561357256,-500448,3916183330984161088206695,11494586345489,-198310,100
56799948,11,37,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,246009583476198,-601760,3920330624805414311868832,11494586345489,-198289,100
56800101,43,119,0x64e20394990fcf85e4361aabb4cdc0cebfa4de06,250641402096433,-614401,3924565046513032150684017,11494586345489,-198267,100
56800122,4,20,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,108930176532580,-267436,3926408203202014820519330,11494586345489,-198258,100
56800150,9,45,0x5ac68d0d6d1a0fdc17e7f97380b8ec8a2223077b,76724423875920,-188518,3927707460866179243860678,11494586345489,-198251,100
56800166,10,27,0x389ea62455975d38ee210be146a9262b768ddebf,-169756315362184,416853,3924834233261183522045952,11494586345489,-198266,100
56800599,11,28,0x389ea62455975d38ee210be146a9262b768ddebf,-180117646887363,441630,3921790226722208574603264,11494586345489,-198281,100
56800652,4,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,856645788518,-2100,3921804694394912838947337,11494586345489,-198281,100
56800906,5,1,0x389ea62455975d38ee210be146a9262b768ddebf,165943048279195,-406936,3924609278841245833101312,11494586345489,-198267,100
56801046,7,11,0x389ea62455975d38ee210be146a9262b768ddebf,-172789092480976,423626,3921689368081802180165632,11494586345489,-198282,100
56801112,9,15,0x389ea62455975d38ee210be146a9262b768ddebf,-174592152775784,427407,3918743397708757385347072,11494586345489,-198297,100
56801122,20,47,0x389ea62455975d38ee210be146a9262b768ddebf,-173840709515853,424930,3915814500970952308817920,11494586345489,-198312,100
56801433,7,13,0x389ea62455975d38ee210be146a9262b768ddebf,-182740541027254,446000,3912740374814878439833600,11494586345489,-198327,100
56801494,7,14,0x389ea62455975d38ee210be146a9262b768ddebf,187661021698470,-458112,3915897657809653953724416,11494586345489,-198311,100
56801546,5,7,0x389ea62455975d38ee210be146a9262b768ddebf,176070051880300,-430490,3918864566285203727712256,11494586345489,-198296,100
56801694,15,62,0x389ea62455975d38ee210be146a9262b768ddebf,183425217526185,-449166,3921960199864630638542848,11494586345489,-198280,100
56802300,5,6,0x389ea62455975d38ee210be146a9262b768ddebf,-166228707689018,407004,3919154861358690617786368,11494586345489,-198295,100
56802621,3,2,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,101459864881669,-248401,3920866830237010942094883,11494586345489,-198286,100
56803094,7,18,0x389ea62455975d38ee210be146a9262b768ddebf,-166131349342731,406539,3918064696073448614526976,11494586345489,-198300,100
56803387,10,19,0x389ea62455975d38ee210be146a9262b768ddebf,173723476193328,-425218,3920995275538795377721344,11494586345489,-198285,100
56803549,15,43,0x389ea62455975d38ee210be146a9262b768ddebf,167051617926121,-409487,3923817443570471925710848,11494586345489,-198271,100
56803576,4,4,0x389ea62455975d38ee210be146a9262b768ddebf,179611026224735,-440933,3926856325795259632058368,11494586345489,-198255,100
56804089,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,-300000000000000,735948,3921783691654133220275189,11494586345489,-198281,100
56804096,6,4,0x389ea62455975d38ee210be146a9262b768ddebf,169735815478247,-416240,3924652393375773333913600,11494586345489,-198267,100
56804110,3,1,0xfdf682f51fe81aa4898f0ae2163d8a55c127fbc7,22188557982158,-54458,3925027711962763615982911,11494586345489,-198265,100
